Type;Input (delta) [%];Speed [m/second];CO2 (Well to tank) [kg];SOx (Well to tank) [kg];CH4 (Well to tank) [kg];PM (Well to tank) [kg];Energy (Well to tank) [J];NOx (Well to tank) [kg];GWP [kg];NOx [kg];PM [kg];CH4 [kg];SOx [kg];CO2 [kg];Energy [J];NPV [EUR];Fuel Consumption [kg]
Car_Carrier_bis_40000_GT_FS;-80;1.235;-167.46900000000002;0.19;0.07;0.054000000000000006;5207680652.436;0.10099999999999999;27.915;1.24;0.002;0.0;0.0;193.42700000000002;2771059591.837;-154.797;134.154
Car_Carrier_bis_40000_GT_FS;-78;1.358;-172.12099999999998;0.196;0.07200000000000001;0.055999999999999994;5352338448.337;0.10400000000000001;28.691;1.274;0.002;0.0;0.0;198.8;2848033469.388;-159.097;137.881
Car_Carrier_bis_40000_GT_FS;-76;1.482;-176.773;0.201;0.07400000000000001;0.057999999999999996;5496996244.238;0.107;29.465999999999998;1.3090000000000002;0.002;0.0;0.0;204.173;2925007346.939;-163.39700000000002;141.607
Car_Carrier_bis_40000_GT_FS;-74;1.605;-181.425;0.20600000000000002;0.076;0.059000000000000004;5641654040.14;0.11;30.241999999999997;1.3430000000000002;0.002;0.0;0.0;209.546;3001981224.49;-167.697;145.334
Car_Carrier_bis_40000_GT_FS;-72;1.729;-186.077;0.21100000000000002;0.078;0.061;5786311836.040999;0.113;31.017;1.3780000000000001;0.002;0.0;0.0;214.919;3078955102.041;-171.997;149.06
Car_Carrier_bis_40000_GT_FS;-70;1.8519999999999999;-190.729;0.217;0.08;0.062;5930969631.941999;0.115;31.791999999999998;1.412;0.003;0.0;0.0;220.292;3155928979.592;-176.297;152.787
Car_Carrier_bis_40000_GT_FS;-68;1.975;-195.38099999999997;0.222;0.08199999999999999;0.064;6075627427.843;0.11800000000000001;32.568000000000005;1.446;0.003;0.0;0.0;225.665;3232902857.1429996;-180.597;156.513
Car_Carrier_bis_40000_GT_FS;-66;2.099;-202.36900000000003;0.23;0.084;0.066;6292935583.463;0.122;33.733000000000004;1.4980000000000002;0.003;0.0;0.0;233.736;3348534726.5309997;-187.05599999999998;162.111
Car_Carrier_bis_40000_GT_FS;-64;2.222;-214.03;0.243;0.08900000000000001;0.07;6655544458.521;0.129;35.676;1.584;0.003;0.0;0.0;247.205;3541482579.592;-197.835;171.452
Car_Carrier_bis_40000_GT_FS;-62;2.346;-225.69099999999997;0.256;0.094;0.073;7018153333.58;0.13699999999999998;37.62;1.671;0.003;0.0;0.0;260.673;3734430432.653;-208.613;180.793
Car_Carrier_bis_40000_GT_FS;-60;2.469;-237.352;0.27;0.099;0.077;7380762208.6380005;0.14400000000000002;39.564;1.757;0.003;0.0;0.0;274.14099999999996;3927378285.714;-219.392;190.13400000000001
Car_Carrier_bis_40000_GT_FS;-58;2.593;-249.013;0.28300000000000003;0.10400000000000001;0.081;7743371083.697;0.151;41.508;1.8430000000000002;0.003;0.0;0.0;287.60900000000004;4120326138.7759995;-230.17;199.475
Car_Carrier_bis_40000_GT_FS;-56;2.716;-260.673;0.29600000000000004;0.109;0.085;8105979958.755;0.158;43.451;1.93;0.003;0.0;0.0;301.078;4313273991.837;-240.949;208.817
Car_Carrier_bis_40000_GT_FS;-54;2.84;-272.334;0.309;0.114;0.08900000000000001;8468588833.814;0.165;45.395;2.016;0.004;0.0;0.0;314.546;4506221844.898;-251.727;218.158
Car_Carrier_bis_40000_GT_FS;-52;2.963;-283.995;0.32299999999999995;0.11900000000000001;0.092;8831197708.873001;0.172;47.339;2.102;0.004;0.0;0.0;328.014;4699169697.959001;-262.506;227.49900000000002
Car_Carrier_bis_40000_GT_FS;-50;3.0869999999999997;-295.656;0.336;0.12300000000000001;0.096;9193806583.931;0.179;49.283;2.189;0.004;0.0;0.0;341.48199999999997;4892117551.02;-273.284;236.84
Car_Carrier_bis_40000_GT_FS;-48;3.21;-317.737;0.361;0.133;0.10300000000000001;9880448921.808;0.192;52.963;2.352;0.004;0.0;0.0;366.986;5257486889.796;-293.694;254.528
Car_Carrier_bis_40000_GT_FS;-46;3.3339999999999996;-339.81800000000004;0.386;0.142;0.111;10567091259.685;0.20600000000000002;56.644;2.516;0.005;0.0;0.0;392.49;5622856228.571;-314.105;272.217
Car_Carrier_bis_40000_GT_FS;-44;3.457;-361.899;0.41100000000000003;0.151;0.11800000000000001;11253733597.561;0.21899999999999997;60.325;2.679;0.005;0.0;0.0;417.99300000000005;5988225567.346999;-334.515;289.905
Car_Carrier_bis_40000_GT_FS;-42;3.5810000000000004;-383.981;0.436;0.16;0.125;11940375935.438;0.23199999999999998;64.005;2.843;0.005;0.0;0.0;443.49699999999996;6353594906.122;-354.925;307.594
Car_Carrier_bis_40000_GT_FS;-40;3.7039999999999997;-406.06199999999995;0.461;0.17;0.132;12627018273.315;0.24600000000000002;67.686;3.0060000000000002;0.005;0.0;0.0;469.001;6718964244.898001;-375.336;325.282
Car_Carrier_bis_40000_GT_FS;-38;3.827;-428.14300000000003;0.48700000000000004;0.179;0.139;13313660611.192;0.259;71.367;3.17;0.006;0.0;0.0;494.505;7084333583.673;-395.746;342.971
Car_Carrier_bis_40000_GT_FS;-36;3.951;-450.224;0.512;0.188;0.146;14000302949.068998;0.272;75.047;3.333;0.006;0.0;0.0;520.008;7449702922.449;-416.156;360.659
Car_Carrier_bis_40000_GT_FS;-34;4.074;-472.305;0.537;0.19699999999999998;0.154;14686945286.946001;0.28600000000000003;78.72800000000001;3.497;0.006;0.0;0.0;545.512;7815072261.224;-436.56699999999995;378.348
Car_Carrier_bis_40000_GT_FS;-32;4.198;-503.649;0.5720000000000001;0.21;0.16399999999999998;15661617369.55;0.305;83.95299999999999;3.7289999999999996;0.006999999999999999;0.0;0.0;581.714;8333705142.856999;-465.539;403.45599999999996
Car_Carrier_bis_40000_GT_FS;-30;4.321000000000001;-539.624;0.613;0.225;0.17600000000000002;16780304324.518;0.326;89.949;3.995;0.006999999999999999;0.0;0.0;623.265;8928969795.918001;-498.791;432.274
Car_Carrier_bis_40000_GT_FS;-28;4.445;-575.599;0.654;0.24;0.187;17898991279.485;0.348;95.946;4.261;0.008;0.0;0.0;664.816;9524234448.98;-532.044;461.092
Car_Carrier_bis_40000_GT_FS;-26;4.5680000000000005;-611.5740000000001;0.695;0.255;0.19899999999999998;19017678234.453;0.37;101.94200000000001;4.5280000000000005;0.008;0.0;0.0;706.367;10119499102.041;-565.297;489.911
Car_Carrier_bis_40000_GT_FS;-24;4.692;-647.548;0.736;0.27;0.21100000000000002;20136365189.421;0.392;107.939;4.794;0.009000000000000001;0.0;0.0;747.918;10714763755.102;-598.55;518.729
Car_Carrier_bis_40000_GT_FS;-22;4.815;-683.523;0.777;0.285;0.222;21255052144.389;0.413;113.936;5.06;0.009000000000000001;0.0;0.0;789.4689999999999;11310028408.163;-631.802;547.547
Car_Carrier_bis_40000_GT_FS;-20;4.939;-719.498;0.818;0.3;0.23399999999999999;22373739099.357002;0.435;119.932;5.327000000000001;0.01;0.0;0.0;831.02;11905293061.223999;-665.055;576.366
Car_Carrier_bis_40000_GT_FS;-18;5.062;-755.4730000000001;0.858;0.315;0.24600000000000002;23492426054.325;0.457;125.929;5.593;0.01;0.0;0.0;872.571;12500557714.286001;-698.308;605.184
Car_Carrier_bis_40000_GT_FS;-16;5.186;-797.816;0.907;0.33299999999999996;0.26;24809133458.792004;0.483;132.987;5.906000000000001;0.011000000000000001;0.0;0.0;921.477;13201191053.061;-737.447;639.1030000000001
Car_Carrier_bis_40000_GT_FS;-14;5.309;-852.895;0.9690000000000001;0.35600000000000004;0.27699999999999997;26521881762.26;0.516;142.168;6.314;0.011000000000000001;0.0;0.0;985.0930000000001;14112561763.265;-788.3580000000001;683.225
Car_Carrier_bis_40000_GT_FS;-12;5.433;-907.9739999999999;1.032;0.379;0.295;28234630065.727997;0.5489999999999999;151.349;6.722;0.012;0.0;0.0;1048.7089999999998;15023932473.469;-839.2689999999999;727.347
Car_Carrier_bis_40000_GT_FS;-10;5.556;-963.053;1.094;0.402;0.313;29947378369.196;0.583;160.53;7.13;0.013000000000000001;0.0;0.0;1112.325;15935303183.673;-890.18;771.4689999999999
Car_Carrier_bis_40000_GT_FS;-8;5.678999999999999;-1018.1310000000001;1.157;0.425;0.331;31660126672.663998;0.616;169.71099999999998;7.537000000000001;0.013999999999999999;0.0;0.0;1175.941;16846673893.878;-941.091;815.59
Car_Carrier_bis_40000_GT_FS;-6;5.803;-1073.21;1.22;0.44799999999999995;0.349;33372874976.132004;0.649;178.892;7.945;0.013999999999999999;0.0;0.0;1239.557;17758044604.082;-992.002;859.712
Car_Carrier_bis_40000_GT_FS;-4;5.926;-1128.289;1.2819999999999998;0.47100000000000003;0.36700000000000005;35085623279.6;0.682;188.07299999999998;8.353;0.015;0.0;0.0;1303.173;18669415314.286;-1042.913;903.834
Car_Carrier_bis_40000_GT_FS;-2;6.05;-1183.368;1.345;0.494;0.385;36798371583.068;0.716;197.25400000000002;8.761000000000001;0.016;0.0;0.0;1366.789;19580786024.49;-1093.825;947.956
Car_Carrier_bis_40000_GT_FS;0;6.172999999999999;-1238.447;1.4069999999999998;0.517;0.40299999999999997;38511119886.536;0.7490000000000001;206.435;9.168;0.017;0.0;0.0;1430.405;20492156734.694;-1144.736;992.077
Car_Carrier_bis_40000_GT_FS;2;6.297000000000001;-1322.5539999999999;1.5030000000000001;0.552;0.43;41126532836.427;0.8;220.455;9.791;0.018000000000000002;0.0;0.0;1527.5479999999998;21883844440.816;-1222.478;1059.453
Car_Carrier_bis_40000_GT_FS;4;6.42;-1406.66;1.598;0.5870000000000001;0.45799999999999996;43741945786.317;0.851;234.475;10.414000000000001;0.019;0.0;0.0;1624.691;23275532146.939;-1300.221;1126.828
Car_Carrier_bis_40000_GT_FS;6;6.544;-1490.767;1.694;0.622;0.485;46357358736.207;0.902;248.49400000000003;11.036;0.02;0.0;0.0;1721.835;24667219853.061;-1377.964;1194.203
Car_Carrier_bis_40000_GT_FS;8;6.667000000000001;-1574.874;1.79;0.657;0.512;48972771686.098;0.953;262.514;11.659;0.021;0.0;0.0;1818.9779999999998;26058907559.184;-1455.7060000000001;1261.578
Car_Carrier_bis_40000_GT_FS;10;6.791;-1658.981;1.885;0.693;0.54;51588184635.988;1.003;276.534;12.282;0.022000000000000002;0.0;0.0;1916.121;27450595265.306;-1533.4489999999998;1328.953
Car_Carrier_bis_40000_GT_FS;12;6.914;-1743.088;1.9809999999999999;0.728;0.5670000000000001;54203597585.878;1.054;290.553;12.904000000000002;0.023;0.0;0.0;2013.265;28842282971.429;-1611.191;1396.328
Car_Carrier_bis_40000_GT_FS;14;7.037999999999999;-1827.195;2.076;0.763;0.594;56819010535.769005;1.105;304.573;13.527000000000001;0.024;0.0;0.0;2110.408;30233970677.551003;-1688.934;1463.703
Car_Carrier_bis_40000_GT_FS;16;7.1610000000000005;-1911.3020000000001;2.1719999999999997;0.7979999999999999;0.622;59434423485.659004;1.156;318.593;14.15;0.026000000000000002;0.0;0.0;2207.552;31625658383.672997;-1766.6770000000001;1531.079
Car_Carrier_bis_40000_GT_FS;18;7.285;-2028.654;2.305;0.847;0.66;63083657483.588;1.227;338.154;15.017999999999999;0.027000000000000003;0.0;0.0;2343.094;33567452734.694;-1875.15;1625.086
Car_Carrier_bis_40000_GT_FS;20;7.4079999999999995;-2162.63;2.458;0.903;0.7040000000000001;67249802005.537994;1.308;360.486;16.01;0.028999999999999998;0.0;0.0;2497.835;35784300408.162994;-1998.987;1732.4089999999999
Car_Carrier_bis_40000_GT_FS;22;7.531000000000001;-2296.605;2.61;0.9590000000000001;0.747;71415946527.487;1.389;382.81800000000004;17.002;0.031;0.0;0.0;2652.577;38001148081.632996;-2122.825;1839.7320000000002
Car_Carrier_bis_40000_GT_FS;24;7.655;-2430.581;2.762;1.015;0.7909999999999999;75582091049.43599;1.47;405.151;17.994;0.033;0.0;0.0;2807.3190000000004;40217995755.102005;-2246.663;1947.055
Car_Carrier_bis_40000_GT_FS;26;7.778;-2564.5570000000002;2.9139999999999997;1.071;0.8340000000000001;79748235571.385;1.551;427.483;18.986;0.034;0.0;0.0;2962.06;42434843428.571;-2370.501;2054.379
Car_Carrier_bis_40000_GT_FS;28;7.902;-2698.532;3.0660000000000003;1.127;0.878;83914380093.334;1.632;449.815;19.977999999999998;0.036000000000000004;0.0;0.0;3116.802;44651691102.04099;-2494.339;2161.702
Car_Carrier_bis_40000_GT_FS;30;8.025;-2832.508;3.219;1.183;0.922;88080524615.284;1.713;472.147;20.969;0.038;0.0;0.0;3271.5429999999997;46868538775.51;-2618.177;2269.025
Car_Carrier_bis_40000_GT_FS;32;8.149;-2966.4829999999997;3.3710000000000004;1.238;0.965;92246669137.233;1.794;494.48;21.961;0.04;0.0;0.0;3426.285;49085386448.98;-2742.014;2376.348
Car_Carrier_bis_40000_GT_FS;34;8.272;-3132.485;3.56;1.308;1.0190000000000001;97408702218.518;1.895;522.15;23.19;0.042;0.0;0.0;3618.0170000000003;51832156506.122;-2895.455;2509.327
Car_Carrier_bis_40000_GT_FS;36;8.396;-3362.538;3.821;1.4040000000000001;1.094;104562512418.476;2.0340000000000003;560.497;24.893;0.045;0.0;0.0;3883.728;55638771330.612;-3108.1009999999997;2693.614
Car_Carrier_bis_40000_GT_FS;38;8.519;-3592.591;4.082;1.5;1.169;111716322618.434;2.173;598.845;26.596;0.048;0.0;0.0;4149.439;59445386155.102005;-3320.7459999999996;2877.902
Car_Carrier_bis_40000_GT_FS;40;8.642999999999999;-3822.645;4.343999999999999;1.5959999999999999;1.244;118870132818.392;2.312;637.192;28.299;0.051;0.0;0.0;4415.151;63252000979.592;-3533.3920000000003;3062.19
Car_Carrier_bis_40000_GT_FS;42;8.766;-4052.698;4.605;1.692;1.319;126023943018.35;2.451;675.539;30.003;0.054000000000000006;0.0;0.0;4680.862;67058615804.082;-3746.0370000000003;3246.478
Car_Carrier_bis_40000_GT_FS;44;8.89;-4282.751;4.867;1.788;1.393;133177753218.309;2.591;713.887;31.706;0.057;0.0;0.0;4946.5740000000005;70865230628.571;-3958.683;3430.7659999999996
Car_Carrier_bis_40000_GT_FS;46;9.013;-4512.805;5.127999999999999;1.8840000000000001;1.4680000000000002;140331563418.267;2.73;752.2339999999999;33.409;0.06;0.0;0.0;5212.285;74671845453.06099;-4171.329000000001;3615.054
Car_Carrier_bis_40000_GT_FS;48;9.137;-4742.858;5.39;1.98;1.5430000000000001;147485373618.225;2.8689999999999998;790.581;35.111999999999995;0.063;0.0;0.0;5477.996;78478460277.551;-4383.974;3799.342
Car_Carrier_bis_40000_GT_FS;50;9.26;-4972.912;5.651;2.076;1.618;154639183818.183;3.008;828.929;36.815;0.067;0.0;0.0;5743.7080000000005;82285075102.041;-4596.62;3983.63
Car_Carrier_bis_40000_GT_FS;52;9.383;-5356.479;6.087000000000001;2.2359999999999998;1.743;166566701282.874;3.24;892.865;39.655;0.07200000000000001;0.0;0.0;6186.727;88631827885.714;-4951.163;4290.892
Car_Carrier_bis_40000_GT_FS;54;9.507;-5740.045999999999;6.523;2.396;1.868;178494218747.566;3.472;956.801;42.494;0.077;0.0;0.0;6629.746999999999;94978580669.388;-5305.706;4598.155
Car_Carrier_bis_40000_GT_FS;56;9.63;-6123.613;6.959;2.557;1.992;190421736212.257;3.7039999999999997;1020.738;45.333999999999996;0.08199999999999999;0.0;0.0;7072.766;101325333453.06099;-5660.249;4905.417
Car_Carrier_bis_40000_GT_FS;58;9.754;-6507.18;7.394;2.717;2.117;202349253676.94897;3.9360000000000004;1084.674;48.173;0.087;0.0;0.0;7515.786;107672086236.735;-6014.793000000001;5212.68
Car_Carrier_bis_40000_GT_FS;60;9.877;-6890.746999999999;7.83;2.877;2.242;214276771141.64;4.168;1148.61;51.013000000000005;0.092;0.0;0.0;7958.805;114018839020.408;-6369.335999999999;5519.941999999999
Car_Carrier_bis_40000_GT_FS;62;10.001;-7274.314;8.266;3.037;2.367;226204288606.332;4.4;1212.547;53.853;0.09699999999999999;0.0;0.0;8401.825;120365591804.08199;-6723.879;5827.205
Car_Carrier_bis_40000_GT_FS;64;10.124;-7657.880999999999;8.702;3.197;2.491;238131806071.024;4.632;1276.483;56.692;0.102;0.0;0.0;8844.845;126712344587.755;-7078.422;6134.467
Car_Carrier_bis_40000_GT_FS;66;10.248;-8041.448;9.138;3.3569999999999998;2.616;250059323535.715;4.864;1340.4189999999999;59.532;0.10800000000000001;0.0;0.0;9287.864;133059097371.429;-7432.965;6441.729
Car_Carrier_bis_40000_GT_FS;68;10.370999999999999;-8622.421999999999;9.798;3.6;2.805;268125474934.90802;5.216;1437.261;63.833;0.115;0.0;0.0;9958.889000000001;142672279412.245;-7969.978;6907.128000000001
Car_Carrier_bis_40000_GT_FS;70;10.495;-9302.1;10.57;3.884;3.0260000000000002;289260943301.352;5.627000000000001;1550.556;68.865;0.124;0.0;0.0;10743.916000000001;153918676081.633;-8598.226;7451.595
Car_Carrier_bis_40000_GT_FS;72;10.618;-9981.777;11.343;4.167;3.248;310396411667.796;6.037999999999999;1663.85;73.896;0.133;0.0;0.0;11528.943000000001;165165072751.02;-9226.474;7996.061
Car_Carrier_bis_40000_GT_FS;74;10.742;-10661.455;12.115;4.4510000000000005;3.469;331531880034.24;6.449;1777.145;78.928;0.14300000000000002;0.0;0.0;12313.97;176411469420.40802;-9854.721;8540.528
Car_Carrier_bis_40000_GT_FS;76;10.865;-11341.133;12.888;4.735;3.69;352667348400.685;6.86;1890.44;83.96;0.152;0.0;0.0;13098.997;187657866089.79602;-10482.969000000001;9084.995
Car_Carrier_bis_40000_GT_FS;78;10.989;-12020.811000000002;13.66;5.019;3.911;373802816767.128;7.271;2003.734;88.991;0.161;0.0;0.0;13884.024;198904262759.184;-11111.216999999999;9629.461
Car_Carrier_bis_40000_GT_FS;80;11.112;-12700.488000000001;14.432;5.3020000000000005;4.132;394938285133.572;7.682;2117.029;94.023;0.17;0.0;0.0;14669.051000000001;210150659428.572;-11739.464;10173.928
Car_Carrier_bis_40000_GT_FS;82;11.235;-13380.166000000001;15.205;5.586;4.353;416073753500.016;8.093;2230.324;99.055;0.179;0.0;0.0;15454.079;221397056097.95898;-12367.712;10718.395
Car_Carrier_bis_40000_GT_FS;84;11.359000000000002;-14059.844;15.977;5.87;4.574;437209221866.46;8.505;2343.618;104.087;0.188;0.0;0.0;16239.106000000002;232643452767.347;-12995.96;11262.861
Car_Carrier_bis_40000_GT_FS;86;11.482000000000001;-14739.521999999999;16.749000000000002;6.154;4.795;458344690232.904;8.916;2456.913;109.118;0.19699999999999998;0.0;0.0;17024.133;243889849436.735;-13624.208;11807.328000000001
Car_Carrier_bis_40000_GT_FS;88;11.606;-15419.2;17.522000000000002;6.437;5.0169999999999995;479480158599.34796;9.327;2570.208;114.15;0.20600000000000002;0.0;0.0;17809.16;255136246106.12302;-14252.455;12351.795
Car_Carrier_bis_40000_GT_FS;90;11.729000000000001;-16098.877;18.294;6.721;5.2379999999999995;500615626965.79205;9.738;2683.502;119.182;0.215;0.0;0.0;18594.186999999998;266382642775.51;-14880.703000000001;12896.261
Car_Carrier_bis_40000_GT_FS;92;11.853;-16778.555;19.066;7.005;5.459;521751095332.23706;10.149;2796.797;124.214;0.22399999999999998;0.0;0.0;19379.214;277629039444.898;-15508.951000000001;13440.728000000001
Car_Carrier_bis_40000_GT_FS;94;11.975999999999999;-17458.233;19.839000000000002;7.289;5.68;542886563698.68;10.56;2910.092;129.245;0.233;0.0;0.0;20164.241;288875436114.286;-16137.198999999999;13985.195
Car_Carrier_bis_40000_GT_FS;96;12.1;-18137.911;20.611;7.572;5.901;564022032065.124;10.970999999999998;3023.387;134.27700000000002;0.243;0.0;0.0;20949.269;300121832783.674;-16765.446;14529.661
Car_Carrier_bis_40000_GT_FS;98;12.222999999999999;-18817.588;21.383000000000003;7.856;6.122000000000001;585157500431.568;11.383;3136.6809999999996;139.309;0.252;0.0;0.0;21734.296000000002;311368229453.06104;-17393.694;15074.128
Car_Carrier_bis_40000_GT_FS;100;12.347000000000001;-19497.266;22.156;8.14;6.343;606292968798.0121;11.794;3249.9759999999997;144.341;0.261;0.0;0.0;22519.322999999997;322614626122.449;-18021.942;15618.595
Car_Carrier_bis_40000_GT_Tier_I;-100;0.0;28.377;0.086;0.099;0.01;504682872.503;0.096;219.706;3.522;0.08;0.0;0.134;188.545;2509714285.7139997;-94.59200000000001;58.81
Car_Carrier_bis_40000_GT_Tier_I;-98;0.12300000000000001;28.488000000000003;0.087;0.1;0.01;506651077.79300004;0.09699999999999999;220.562;3.5410000000000004;0.08;0.0;0.135;189.28;2519501883.439;-95.0;59.038999999999994
Car_Carrier_bis_40000_GT_Tier_I;-96;0.247;28.598000000000003;0.087;0.1;0.01;508619167.259;0.09699999999999999;221.419;3.56;0.08;0.0;0.135;190.015;2529288905.184;-95.40899999999999;59.269
Car_Carrier_bis_40000_GT_Tier_I;-94;0.37;28.709;0.087;0.10099999999999999;0.01;510587140.9;0.09699999999999999;222.27599999999998;3.5789999999999997;0.08;0.0;0.136;190.75;2539075350.95;-95.81700000000001;59.498000000000005
Car_Carrier_bis_40000_GT_Tier_I;-92;0.494;28.82;0.08800000000000001;0.10099999999999999;0.01;512554998.71599996;0.098;223.13299999999998;3.597;0.081;0.0;0.13699999999999998;191.486;2548861220.736;-96.226;59.727
Car_Carrier_bis_40000_GT_Tier_I;-90;0.617;28.93;0.08800000000000001;0.10099999999999999;0.01;514522740.70699996;0.098;223.989;3.616;0.081;0.0;0.13699999999999998;192.22099999999998;2558646514.5429997;-96.634;59.957
Car_Carrier_bis_40000_GT_Tier_I;-88;0.741;29.041;0.08900000000000001;0.102;0.01;516490366.874;0.099;224.84599999999998;3.635;0.081;0.0;0.138;192.956;2568431232.37;-97.042;60.18600000000001
Car_Carrier_bis_40000_GT_Tier_I;-86;0.8640000000000001;29.151999999999997;0.08900000000000001;0.102;0.01;518457877.21599996;0.099;225.702;3.654;0.08199999999999999;0.0;0.138;193.69099999999997;2578215374.218;-97.45100000000001;60.415
Car_Carrier_bis_40000_GT_Tier_I;-84;0.988;29.261999999999997;0.08900000000000001;0.10300000000000001;0.01;520425271.734;0.099;226.55900000000003;3.6719999999999997;0.08199999999999999;0.0;0.139;194.426;2587998940.087;-97.859;60.644
Car_Carrier_bis_40000_GT_Tier_I;-82;1.111;29.914;0.091;0.105;0.01;532008690.064;0.10099999999999999;231.601;3.783;0.084;0.0;0.142;198.753;2645601589.2860003;-100.26299999999999;61.994
Car_Carrier_bis_40000_GT_Tier_I;-80;1.235;30.835;0.094;0.10800000000000001;0.01;548393456.09;0.105;238.734;3.9389999999999996;0.086;0.0;0.146;204.875;2727080640.0;-103.664;63.903
Car_Carrier_bis_40000_GT_Tier_I;-78;1.358;31.756;0.09699999999999999;0.111;0.011000000000000001;564770178.733;0.10800000000000001;245.864;4.095;0.08800000000000001;0.0;0.15;210.993;2808519692.1429996;-107.064;65.812
Car_Carrier_bis_40000_GT_Tier_I;-76;1.482;32.676;0.1;0.114;0.011000000000000001;581138857.992;0.111;252.99;4.251;0.091;0.0;0.155;217.108;2889918745.714;-110.463;67.719
Car_Carrier_bis_40000_GT_Tier_I;-74;1.605;33.596;0.102;0.11800000000000001;0.011000000000000001;597499493.868;0.114;260.112;4.408;0.09300000000000001;0.0;0.159;223.22;2971277800.714;-113.861;69.626
Car_Carrier_bis_40000_GT_Tier_I;-72;1.729;34.515;0.105;0.121;0.012;613852086.361;0.11699999999999999;267.231;4.564;0.096;0.0;0.163;229.329;3052596857.1429996;-117.259;71.531
Car_Carrier_bis_40000_GT_Tier_I;-70;1.8519999999999999;35.434;0.10800000000000001;0.124;0.012;630196635.47;0.12;274.346;4.72;0.098;0.0;0.168;235.435;3133875915.0;-120.655;73.436
Car_Carrier_bis_40000_GT_Tier_I;-68;1.975;36.353;0.111;0.127;0.012;646533141.197;0.12300000000000001;281.45799999999997;4.876;0.1;0.0;0.172;241.53900000000002;3215114974.286;-124.05;75.34
Car_Carrier_bis_40000_GT_Tier_I;-66;2.099;37.732;0.115;0.132;0.013000000000000001;671059086.02;0.128;292.135;5.111000000000001;0.10400000000000001;0.0;0.179;250.701;3337078919.266;-129.148;78.19800000000001
Car_Carrier_bis_40000_GT_Tier_I;-64;2.222;40.031;0.122;0.14;0.013000000000000001;711943621.6;0.136;309.933;5.502999999999999;0.11;0.0;0.19;265.975;3540391749.163;-137.649;82.962
Car_Carrier_bis_40000_GT_Tier_I;-62;2.346;42.327;0.129;0.14800000000000002;0.013999999999999999;752777617.5639999;0.14400000000000002;327.71;5.894;0.11599999999999999;0.0;0.201;281.23;3743453252.925;-146.145;87.72
Car_Carrier_bis_40000_GT_Tier_I;-60;2.469;44.62;0.136;0.156;0.015;793561073.912;0.151;345.464;6.2860000000000005;0.122;0.0;0.21100000000000002;296.467;3946263430.552;-154.63299999999998;92.47200000000001
Car_Carrier_bis_40000_GT_Tier_I;-58;2.593;46.91;0.14300000000000002;0.16399999999999998;0.016;834293990.6439999;0.159;363.19699999999995;6.6770000000000005;0.128;0.0;0.222;311.684;4148822282.045;-163.116;97.219
Car_Carrier_bis_40000_GT_Tier_I;-56;2.716;49.198;0.15;0.172;0.016;874976367.761;0.16699999999999998;380.907;7.069;0.134;0.0;0.233;326.883;4351129807.403;-171.592;101.96
Car_Carrier_bis_40000_GT_Tier_I;-54;2.84;51.482;0.157;0.18;0.017;915608205.262;0.175;398.595;7.46;0.14;0.0;0.244;342.06199999999995;4553186006.625999;-180.06099999999998;106.694
Car_Carrier_bis_40000_GT_Tier_I;-52;2.963;53.763999999999996;0.16399999999999998;0.188;0.018000000000000002;956189503.147;0.182;416.26199999999994;7.852;0.146;0.0;0.255;357.223;4754990879.714001;-188.524;111.42299999999999
Car_Carrier_bis_40000_GT_Tier_I;-50;3.0869999999999997;56.043;0.171;0.196;0.019;996720261.416;0.19;433.906;8.244;0.152;0.0;0.265;372.365;4956544426.667;-196.98;116.146
Car_Carrier_bis_40000_GT_Tier_I;-48;3.21;60.351000000000006;0.184;0.21100000000000002;0.02;1073331531.713;0.205;467.25800000000004;8.985;0.163;0.0;0.28600000000000003;400.986;5337521095.357;-212.976;125.074
Car_Carrier_bis_40000_GT_Tier_I;-46;3.3339999999999996;64.648;0.19699999999999998;0.22699999999999998;0.022000000000000002;1149761577.793;0.21899999999999997;500.53;9.727;0.175;0.0;0.306;429.54;5717596562.455999;-228.949;133.98
Car_Carrier_bis_40000_GT_Tier_I;-44;3.457;68.936;0.21;0.242;0.023;1226010399.655;0.23399999999999999;533.724;10.468;0.18600000000000003;0.0;0.327;458.026;6096770827.965;-244.898;142.865
Car_Carrier_bis_40000_GT_Tier_I;-42;3.5810000000000004;73.21300000000001;0.223;0.257;0.025;1302077997.299;0.248;566.839;11.21;0.19699999999999998;0.0;0.34700000000000003;486.444;6475043891.883;-260.824;151.72899999999998
Car_Carrier_bis_40000_GT_Tier_I;-40;3.7039999999999997;77.48;0.23600000000000002;0.271;0.026000000000000002;1377964370.726;0.263;599.875;11.950999999999999;0.209;0.0;0.36700000000000005;514.794;6852415754.21;-276.72700000000003;160.572
Car_Carrier_bis_40000_GT_Tier_I;-38;3.827;81.736;0.249;0.28600000000000003;0.027000000000000003;1453669519.936;0.27699999999999997;632.832;12.693;0.22;0.0;0.387;543.077;7228886414.946;-292.607;169.394
Car_Carrier_bis_40000_GT_Tier_I;-36;3.951;85.98299999999999;0.262;0.301;0.028999999999999998;1529193444.928;0.292;665.71;13.434000000000001;0.231;0.0;0.40700000000000003;571.2919999999999;7604455874.091;-308.46299999999997;178.195
